rank,coin,symbol,market_cap,price,supply,volume_24h,pct_1h,pct_24h,pct_7d
25,Uniswap,UNI,1303181237.0,4.85,268962583.0,1418519092.0,-0.0055000000000000005,0.023,0.42219999999999996
26,VeChain,VET,1285334118.0,0.01998,64315576989.0,278974618.0,-0.0028000000000000004,0.047400000000000005,0.2161
27,Dai,DAI,1181921789.0,1.0,1180833411.0,588836476.0,0.0004,-0.0034999999999999996,-0.001
28,Binance USD,BUSD,1147504315.0,0.9998,1147733862.0,2058671355.0,-0.0002,-0.0003,0.0002
29,Cosmos,ATOM,1127305816.0,5.41,208196914.0,599846982.0,-0.0052,-0.0774,0.1307
30,Aave,AAVE,1032020483.0,85.71,12040442.0,221843920.0,0.0033,-0.0513,0.1448
31,Neo,NEO,1018388814.0,14.44,70538831.0,420582504.0,0.0007000000000000001,-0.0044,-0.0345
32,Revain,REV,991974955.0,0.01166,85061485690.0,7363458.0,0.0003,-0.0013,0.0037
33,Filecoin,FIL,972332103.0,21.81,44584205.0,243646888.0,0.0062,-0.0216,-0.0745
34,Huobi Token,HT,970298592.0,4.85,200076194.0,322654456.0,0.0038,-0.0659,0.21530000000000002
35,Synthetix,SNX,904383604.0,8.18,110519345.0,109181697.0,0.0060999999999999995,-0.021099999999999997,0.0192
36,Dash,DASH,861108661.0,86.97,9901241.0,850378682.0,-0.005699999999999999,-0.0144,-0.1923
37,IOTA,MIOTA,795556070.0,0.2862,2779530283.0,25174949.0,-0.0046,-0.0176,0.0025
38,Zilliqa,ZIL,785544667.0,0.0727,10804695659.0,201193294.0,-0.0202,-0.0806,-0.15439999999999998
39,Ethereum Classic,ETC,672577545.0,5.78,116313299.0,715306867.0,0.001,0.0137,-0.0075
40,yearn.finance,YFI,644474996.0,21504.97,29969.0,317638846.0,-0.009000000000000001,-0.0181,-0.0455
41,Zcash,ZEC,625743236.0,57.8,10825088.0,591481165.0,-0.0001,0.0178,-0.1258
42,Maker,MKR,607505655.0,609.31,997043.0,61864848.0,-0.0005,0.04650000000000001,0.1354
43,Compound,COMP,603952197.0,136.71,4417712.0,138001532.0,-0.012199999999999999,-0.059699999999999996,0.052199999999999996
44,Kusama,KSM,583963229.0,68.94,8470098.0,108961169.0,-0.012,-0.008,0.4416
45,FTX Token,FTT,584943998.0,6.2,94346958.0,23398220.0,0.001,0.06509999999999999,0.22329999999999997
46,Waves,WAVES,578990651.0,5.57,103960822.0,131176695.0,0.0051,-0.0721,-0.1215
47,SushiSwap,SUSHI,572952606.0,3.2,179272036.0,368692971.0,0.0199,-0.0406,0.3443
48,Decred,DCR,565961323.0,45.5,12439485.0,18945809.0,-0.021,0.10679999999999999,0.22949999999999998
49,OKB,OKB,500121776.0,8.34,60000000.0,388967454.0,-0.0048,-0.095,0.37189999999999995
50,Algorand,ALGO,488214116.0,0.4081,1196336458.0,417148719.0,0.013000000000000001,0.025,0.3193
51,UMA,UMA,458517869.0,8.26,55506671.0,16321309.0,-0.0044,0.042199999999999994,0.0559
52,renBTC,RENBTC,427462301.0,32157.13,13293.0,31676467.0,-0.0002,0.0956,0.2162
53,The Graph,GRT,407670898.0,0.3273,1245666867.0,121106081.0,-0.0126,-0.099,-0.3201
54,DigiByte,DGB,391645187.0,0.02817,13902355089.0,35416574.0,0.0212,0.0608,0.0862
55,Elrond,EGLD,380607852.0,25.89,14700218.0,44075762.0,-0.008199999999999999,-0.0067,0.12050000000000001
56,Ontology,ONT,373704446.0,0.4645,804535798.0,145843054.0,-0.0002,0.034300000000000004,0.024399999999999998
57,Nexo,NEXO,363246889.0,0.6487,560000011.0,14068372.0,0.017,0.11599999999999999,0.04769999999999999
58,OMG Network,OMG,350541938.0,2.5,140245398.0,226311855.0,0.0076,-0.0008,-0.011899999999999999
59,BitTorrent,BTT,334205338.0,0.0003376,989978048780.0,96927722.0,-0.0178,0.1481,0.1272
60,Blockstack,STX,324724003.0,0.4562,711834032.0,5731346.0,-0.0118,0.06,0.4346
61,Terra,LUNA,306503896.0,0.6314,485415100.0,19299747.0,0.0053,-0.0277,0.1684
62,Basic Attention Token,BAT,304510641.0,0.204,1492580869.0,146201509.0,-0.0007000000000000001,-0.0054,-0.044000000000000004
63,NEAR Protocol,NEAR,277582620.0,1.41,196911019.0,14795813.0,0.006500000000000001,0.038599999999999995,0.37979999999999997
64,Ren,REN,276146441.0,0.3122,884532525.0,49656175.0,0.0166,-0.0152,0.2122
65,TrueUSD,TUSD,275120293.0,1.0,275031537.0,155637304.0,0.0006,0.0003,0.0022
66,Reserve Rights,RSR,271234943.0,0.02901,9349999000.0,255988806.0,-0.0158,0.14550000000000002,0.6876000000000001
67,0x,ZRX,270197335.0,0.3604,749772094.0,65734548.0,-0.002,-0.038900000000000004,0.0173
68,Avalanche,AVAX,268890418.0,3.49,76937055.0,50081958.0,-0.0176,-0.0464,0.19760000000000003
69,ICON,ICX,251092468.0,0.4332,579672423.0,39152371.0,-0.0026,-0.0365,0.042199999999999994
70,Paxos Standard,PAX,245159447.0,1.0,244951954.0,150954764.0,-0.0019,-0.002,-0.0015
71,Siacoin,SC,206273028.0,0.004558,45251782992.0,110251612.0,0.0066,0.3456,0.3946
72,SwissBorg,CHSB,224735271.0,0.241,932687845.0,6709960.0,-0.0288,-0.056900000000000006,-0.1956
73,Hedera Hashgraph,HBAR,224738993.0,0.03324,6760906792.0,9287951.0,-0.0106,0.0096,0.0259
74,Qtum,QTUM,219674849.0,2.25,97523812.0,343893619.0,-0.0027,-0.0087,-0.0049
75,Ampleforth,AMPL,217289502.0,1.02,213623916.0,29196286.0,0.016399999999999998,0.0351,0.1092
76,Loopring,LRC,210680128.0,0.1752,1202508121.0,18851722.0,-0.0009,-0.0032,0.1552
77,THORChain,RUNE,204909569.0,1.29,158432088.0,25042165.0,-0.008,-0.0005,0.48
78,Energy Web Token,EWT,191757595.0,6.38,30062138.0,885946.0,0.0013,-0.009899999999999999,-0.0524
79,Theta Fuel,TFUEL,186043756.0,0.03749,4962631792.0,25859628.0,0.008100000000000001,0.1193,0.0572
80,ABBC Coin,ABBC,186506507.0,0.2213,842862416.0,36722884.0,-0.0141,-0.08349999999999999,-0.0121
81,TerraUSD,UST,181961261.0,0.9996,182035047.0,5756221.0,-0.0040999999999999995,-0.0022,0.0017000000000000001
82,Augur,REP,182275035.0,16.57,11000000.0,17944435.0,0.0062,0.013000000000000001,0.0659
83,Celo,CELO,178418009.0,1.43,124447717.0,5387330.0,0.0177,-0.0181,0.0263
84,HUSD,HUSD,170217619.0,0.9986,170448789.0,104533706.0,-0.0001,-0.0011,0.0002
85,Kyber Network,KNC,158092537.0,0.7871,200842421.0,31142566.0,-0.005600000000000001,-0.0137,-0.0097
86,HedgeTrade,HEDG,156359396.0,0.4609,339231468.0,270703.0,-0.0087,-0.0263,-0.0901
87,NXM,NXM,150418666.0,25.93,5801350.0,12570268.0,0.0069,-0.0077,0.3743
88,Bitcoin Gold,BTG,148935457.0,8.5,17513924.0,11861095.0,-0.0036,0.0007000000000000001,-0.018600000000000002
89,Lisk,LSK,147139458.0,1.16,126826696.0,5989423.0,0.0026,-0.0006,-0.038599999999999995
90,Quant,QNT,144242862.0,11.95,12072738.0,3567192.0,-0.0014000000000000002,0.0827,0.030899999999999997
91,Nano,NANO,139808780.0,1.05,133248297.0,7897599.0,0.0075,0.018000000000000002,0.0183
92,Ocean Protocol,OCEAN,138548595.0,0.3306,419026837.0,22988116.0,-0.0007000000000000001,-0.05,0.0181
93,MaidSafeCoin,MAID,137655490.0,0.3042,452552412.0,709132.0,0.009899999999999999,-0.0621,-0.13140000000000002
94,Holo,HOT,134129980.0,0.000802,167249427985.0,33116679.0,0.0149,0.2525,0.3312
95,Band Protocol,BAND,123579914.0,6.03,20494033.0,88258248.0,0.032,0.0947,0.1506
96,CyberVein,CVT,125695447.0,0.1185,1060404496.0,6047559.0,0.012,-0.0085,0.0076
97,ZB Token,ZB,124301715.0,0.2683,463288810.0,14130879.0,0.0077,0.0178,0.045700000000000005
98,Horizen,ZEN,124536194.0,11.74,10611019.0,14189945.0,0.011899999999999999,-0.0046,-0.0134
99,Bancor,BNT,123257693.0,1.28,96341684.0,26080111.0,-0.005699999999999999,-0.008100000000000001,0.0038
100,Aragon,ANT,122807420.0,3.1,39609523.0,16354317.0,0.0064,-0.0383,0.08380000000000001
101,Verge,XVG,121491339.0,0.007402,16413016543.0,4699620.0,-0.0018,0.01,0.0509
102,Decentraland,MANA,118036600.0,0.07955,1483773348.0,16686545.0,0.0103,-0.05,0.0066
103,RSK Infrastructure Framework,RIF,109786119.0,0.162,677726677.0,1635247.0,-0.001,0.029900000000000003,0.0784
104,Enjin Coin,ENJ,108678327.0,0.132,823130411.0,11785685.0,0.008,-0.029300000000000003,-0.0623
105,Gnosis,GNO,107618606.0,71.53,1504589.0,508198.0,-0.0097,-0.0163,0.0725
106,Status,SNT,107262662.0,0.03091,3470483788.0,9014109.0,-0.0021,-0.0124,0.0023
107,Chiliz,CHZ,105338983.0,0.0194,5429628749.0,60064866.0,0.0023,-0.0719,-0.0848
108,Balancer,BAL,101404370.0,14.6,6943831.0,44582502.0,0.0037,0.0481,0.20149999999999998
109,Ravencoin,RVN,102218631.0,0.01306,7826210000.0,13967919.0,-0.018799999999999997,0.0067,-0.039
110,Numeraire,NMR,100802125.0,22.57,4465650.0,7807764.0,-0.0048,-0.016399999999999998,-0.0394
111,Curve DAO Token,CRV,95380248.0,0.6142,155297961.0,60722245.0,0.0111,-0.0131,0.3075
112,Nervos Network,CKB,92432349.0,0.003948,23413923486.0,4352073.0,-0.0037,-0.0217,-0.008
113,Matic Network,MATIC,91635684.0,0.01904,4812024448.0,17374970.0,-0.004699999999999999,0.0691,-0.013000000000000001
114,Bitcoin Diamond,BCD,89725001.0,0.4811,186492898.0,10159343.0,-0.0085,0.0225,0.0086
115,Arweave,AR,89104678.0,2.67,33394701.0,2838332.0,-0.0233,0.0197,0.1552
116,MonaCoin,MONA,88983125.0,1.35,65729675.0,3333746.0,0.0026,-0.0003,-0.0361
117,IOST,IOST,86179411.0,0.005624,15324121695.0,30951407.0,0.0015,-0.030699999999999998,-0.032400000000000005
118,Orchid,OXT,85455284.0,0.2325,367584352.0,9908451.0,0.0012,0.0079,0.005699999999999999
119,DxChain Token,DX,85343580.0,0.001707,50000000000.0,105564.0,-0.0064,0.0129,0.17300000000000001
120,Kin,KIN,85166409.0,5.61e-05,1518114145968.0,255656.0,-0.024300000000000002,-0.1051,-0.1536
121,Solana,SOL,83792134.0,1.8,46569948.0,31671064.0,-0.0019,-0.0232,0.35869999999999996
122,Helium,HNT,82600204.0,1.29,64005850.0,847258.0,-0.0036,-0.048799999999999996,-0.1063
123,Bytom,BTM,80055875.0,0.05724,1398655694.0,16768691.0,-0.002,0.0484,0.0446
124,Ardor,ARDR,77804629.0,0.07788,998999495.0,9718426.0,0.0031,-0.0604,0.1839
125,PAX Gold,PAXG,77226469.0,1960.47,39392.0,5913206.0,-0.0003,0.0167,0.0255
126,1inch,1INCH,74222736.0,1.03,721641691.0,57325197.0,-0.0105,-0.10980000000000001,-0.35590000000000005
127,Divi,DIVI,70867521.0,0.0341,2077995586.0,307005.0,-0.0192,0.0338,0.2994
128,Golem,GNT,69610532.0,0.1073,648977855.0,1191299.0,0.0015,-0.0341,0.0354
129,BitShares,BTS,68485797.0,0.02287,2994830000.0,10501183.0,-0.0038,0.061399999999999996,-0.008
130,Unibright,UBT,67908675.0,0.4564,148799999.0,1854364.0,0.0178,-0.0069,-0.0005
131,Kleros,PNK,67214864.0,0.1123,598279012.0,1420864.0,0.0044,0.0215,0.0268
132,Steem,STEEM,65535277.0,0.1659,395076101.0,6072754.0,-0.0149,0.0248,0.0268
133,Storj,STORJ,63487309.0,0.2938,216098645.0,10885817.0,0.0001,-0.0084,0.0002
134,Velas,VLX,63258360.0,0.03003,2106296362.0,900368.0,-0.0011,0.0567,0.3056
135,Swipe,SXP,62647237.0,0.7464,83936975.0,25672468.0,0.0183,0.041299999999999996,0.0809
136,Syntropy,NOIA,62072298.0,0.1931,321395830.0,1017100.0,0.0304,0.057699999999999994,-0.13
137,Oasis Network,ROSE,61297701.0,0.04087,1500000000.0,3489036.0,-0.010700000000000001,-0.031200000000000002,-0.0759
138,Kava.io,KAVA,60689537.0,1.29,46876230.0,15410979.0,0.0021,-0.0083,-0.0062
139,Komodo,KMD,58836534.0,0.4766,123457186.0,2196512.0,-0.0121,-0.0288,-0.0766
140,aelf,ELF,58175091.0,0.1068,544480200.0,14897438.0,-0.0147,-0.0033,0.0501
141,Civic,CVC,57361285.0,0.08561,670000000.0,11643594.0,0.0204,-0.0034000000000000002,-0.0401
142,iExec RLC,RLC,57094648.0,0.7131,80070793.0,3188553.0,-0.0027,-0.049100000000000005,-0.0774
143,DFI.Money,YFII,56947908.0,1475.49,38596.0,76566173.0,-0.0046,-0.069,0.1
144,Ankr,ANKR,56170184.0,0.008647,6496232711.0,6972040.0,0.002,-0.0395,0.015300000000000001
145,TomoChain,TOMO,53673007.0,0.7016,76505725.0,8513403.0,0.0069,0.037200000000000004,0.015600000000000001
146,KuCoin Shares,KCS,54595686.0,0.6814,80118638.0,5757214.0,-0.0018,-0.01,-0.0235
147,Utrust,UTK,53955797.0,0.1199,449981000.0,2638817.0,-0.0097,-0.0212,0.0647
148,Injective Protocol,INJ,53983639.0,3.6,15000178.0,17014977.0,0.0123,-0.11560000000000001,-0.154
149,WAX,WAXP,53861650.0,0.03661,1471171784.0,588994.0,-0.0027,0.0040999999999999995,0.0308
150,JUST,JST,53387277.0,0.02362,2260326706.0,56507358.0,0.0002,0.0332,0.0325
